Source.IP,Destination.IP,Source.Port,Destination.Port,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Flow.Bytes.s,ProtocolName
10.200.7.194,93.184.216.172,37798,443,50276090,5,5,60.3069968249321,SSL
10.200.7.4,192.168.10.11,3128,53414,27,2,0,444444.444444444,HTTP_PROXY
10.200.7.218,98.139.225.43,36640,443,556033,13,10,15279.6686527598,YAHOO
10.200.7.196,190.90.221.33,39127,80,59614057,19,27,1395.99624967648,HTTP
192.168.142.48,10.200.7.8,61887,3128,64559340,824,2689,109891.148205666,HTTP_PROXY
10.200.7.8,192.168.142.48,3128,61887,237,2,0,50632.9113924051,HTTP_PROXY
10.200.7.217,31.13.73.7,35331,443,30125550,7,4,13.2777658831125,FACEBOOK
10.200.7.195,162.125.4.3,53395,443,60753902,11,13,260.773373864941,DROPBOX
10.200.7.218,156.154.202.36,52363,80,191159,6,6,10807.7568934761,HTTP
10.200.7.194,98.138.49.44,46636,80,16235128,4,4,85.9247922159899,YAHOO
192.168.32.161,10.200.7.7,51352,3128,367114,9,14,9097.99135963216,HTTP_PROXY
10.200.7.7,192.168.32.161,3128,51352,173,2,0,69364.161849711,HTTP
10.200.7.217,192.82.242.50,53138,443,471678,22,22,30949.0796687571,SSL
192.168.10.96,10.200.7.5,59016,3128,1522257,13,56,31658.2548150542,MSN
10.200.7.195,65.52.108.103,38318,443,1222812,9,7,11937.239739224,MSN
10.200.7.5,192.168.10.96,3128,59016,21,2,0,571428.571428571,HTTP
192.168.130.73,10.200.7.6,3775,3128,60015566,4,10,7.98126272773967,HTTP_PROXY
10.200.7.196,162.125.18.133,55866,443,20340404,8,5,98.3756271507685,DROPBOX
40.114.54.223,10.200.7.195,80,52464,4501338,1,2,86.8630616052383,HTTP
10.200.7.218,96.7.1.198,57555,443,2990974,20,17,4149.81875469329,SSL
10.200.7.218,68.67.178.138,42786,443,3682196,27,19,6040.4171858315,SSL
10.200.7.218,98.139.225.35,45291,443,3686254,21,12,1187.65554408351,SSL
10.200.7.218,74.119.118.82,55200,443,3407322,14,11,2688.3282530973,SSL
74.119.118.82,10.200.7.218,443,55201,3320358,17,18,6041.51720989122,SSL
10.200.7.218,151.101.0.68,49507,443,3241245,21,16,5236.25952373239,SSL
10.200.7.218,152.163.56.2,40707,443,3748517,23,18,2480.98114534361,SSL
10.200.7.218,104.196.121.139,51212,443,3182577,17,15,4574.90894957137,SSL
10.200.7.218,216.58.222.66,36001,443,3745505,53,70,3819.51165463669,GOOGLE
10.200.7.218,151.101.66.2,43212,443,3736536,27,17,3204.57236327979,SSL
10.200.7.218,172.217.29.69,53732,443,6151139,22,14,944.865658213869,GMAIL
10.200.7.195,65.52.108.76,33543,443,41542699,8,6,134.367774226706,SSL
10.200.7.196,64.4.54.18,55943,443,11524699,27,25,5134.01694916284,MICROSOFT
192.168.60.15,10.200.7.9,49645,3128,9954,3,4,46112.1157323689,HTTP_PROXY
10.200.7.194,65.55.44.108,60140,443,61020720,8,4,86.3313313903868,MICROSOFT
10.200.7.194,190.90.221.16,58503,80,60125010,38,72,2526.28648211451,HTTP
10.200.7.194,157.240.0.22,37618,80,1802,3,4,1950055.49389567,FACEBOOK
192.168.220.153,10.200.7.9,53977,3128,11325204,7,30,262.246931710899,GOOGLE
10.200.7.218,162.247.242.19,34462,443,3520880,21,20,2592.53368476063,SSL
10.200.7.194,108.59.6.118,42516,80,383893,3,3,11550.0933853965,HTTP
10.200.7.218,65.52.108.103,38515,443,2085018,30,32,22380.6221337178,MSN
10.200.7.194,216.58.222.198,44261,80,61164348,33,37,1014.61066829324,GOOGLE
10.200.7.194,192.229.163.25,39056,80,59455649,5,3,17.3574759902125,TWITTER
192.168.32.21,10.200.7.9,65136,3128,59117324,2,16,5.53137351074957,HTTP_PROXY
10.200.7.218,216.58.222.198,39739,443,7444478,13,10,255.491385695545,GOOGLE
10.200.7.196,23.9.60.226,39954,443,4634688,7,5,463.24585387409,SSL
10.200.7.195,13.82.54.245,45921,443,61770806,9,5,128.798707920373,SSL
192.168.60.29,10.200.7.6,54036,3128,59993748,14,21,258.243575647249,DROPBOX
10.200.7.195,13.107.5.88,40276,443,455636,6,5,12995.0223423961,SSL
192.168.142.12,10.200.7.8,2447,3128,354463,9,15,11854.551814999,HTTP_PROXY
10.200.7.8,192.168.142.12,3128,2447,83,2,0,144578.313253012,HTTP
192.168.10.122,10.200.7.4,63754,3128,67575924,9,57,257.961696535589,HTTP_PROXY
10.200.7.4,192.168.10.122,3128,63754,1341,6,4,93214.019388516,HTTP_PROXY
10.200.7.195,134.170.115.62,60606,443,2671397,34,56,67512.241722215,WINDOWS_UPDATE
192.168.10.96,10.200.7.4,59035,3128,421470,5,20,5053.74047974945,HTTP_PROXY
192.168.42.3,10.200.7.7,49469,3128,355258,9,16,5494.59829194557,HTTP_PROXY
10.200.7.7,192.168.42.3,3128,49469,81,2,0,148148.148148148,HTTP
10.200.7.196,216.58.202.234,34453,443,17704699,11,7,247.730842529432,GOOGLE
192.168.32.97,10.200.7.4,50772,3128,60024974,4,10,7.98001178642743,HTTP_PROXY
10.200.7.218,63.251.252.12,40838,80,1377000,7,7,477.124183006536,HTTP
10.200.7.218,23.9.53.63,52683,443,2122455,104,151,150275.977582564,MICROSOFT
179.1.4.216,10.200.7.195,443,35813,7395035,5,6,128.599797025978,GOOGLE
216.58.202.230,10.200.7.195,443,40088,8653043,12,13,279.670400343555,GOOGLE
10.200.7.217,104.91.165.106,43753,443,10154436,11,8,141.80994394962,SSL
10.200.7.196,31.13.73.2,43581,443,65271095,10,8,23.2262075578784,SSL
10.200.7.196,91.228.167.145,48712,80,372478,5,3,966.50003490139,HTTP
10.230.1.190,10.200.7.7,64194,3128,63022547,9,0,7.17203638247118,SKYPE
192.168.32.108,10.200.7.4,55044,3128,61297244,10,51,215.60512573779,MICROSOFT
10.200.7.4,192.168.32.108,3128,55044,1,2,0,12000000.0,HTTP
10.200.7.194,65.55.44.109,39219,443,61394395,7,4,13.5517256909202,MICROSOFT
10.200.7.196,199.187.193.1,54740,80,59126044,5,4,52.2274076039993,HTTP
10.200.7.194,40.114.54.223,60109,80,26555697,10,9,204.287614819524,MSN
10.200.7.194,173.239.42.214,54937,80,235240,3,4,3787.62115286516,HTTP
98.139.225.35,10.200.7.218,443,45401,3435226,14,15,3047.83440740143,YAHOO
192.168.180.18,10.200.7.7,53172,3128,74684664,5040,6762,228638.82737693,HTTP_PROXY
10.200.7.7,192.168.180.18,3128,53172,129,2,0,93023.2558139535,HTTP_PROXY
10.200.7.196,96.7.1.198,35333,80,73122820,7,7,126.362741480703,HTTP
10.200.7.196,151.101.130.2,48538,80,59995828,3,2,28.1019540225364,HTTP
10.200.7.196,208.185.50.80,45278,80,61014031,9,16,360.376123977123,HTTP
192.168.72.110,10.200.7.5,50556,3128,42225,3,4,10775.6068679692,HTTP_PROXY
10.200.7.196,38.90.226.13,58067,80,14802607,7,5,84.3770289922579,HTTP
179.1.4.231,10.200.7.196,443,38346,9803326,55,45,1436.9612925246,SSL
10.200.7.195,68.67.178.196,33091,80,10219638,4,5,258.130473897412,HTTP
10.200.7.194,63.251.252.12,40129,80,1422013,4,6,2796.03632315598,HTTP
10.200.7.196,104.196.121.139,50169,80,59518275,5,3,14.8189778685622,GOOGLE
10.200.7.196,98.139.225.35,39122,80,61634753,7,5,29.4801213854138,YAHOO
192.168.32.40,10.200.7.7,53169,3128,699691,16,41,37792.3969295017,MICROSOFT
10.200.7.7,192.168.32.40,3128,53169,1,2,0,587000000.0,HTTP
10.200.7.217,104.16.23.235,58299,80,9843901,10,12,694.948069875957,CLOUDFLARE
192.168.32.135,10.200.7.8,1593,3128,18603661,17,23,1172.88742253474,GOOGLE
10.200.7.8,192.168.32.135,3128,1593,348,2,0,34482.7586206897,HTTP
192.168.180.118,10.200.7.9,52476,3128,1057350,18,117,150630.349458552,HTTP_PROXY
10.200.7.9,192.168.180.118,3128,52476,65,7,1,192446153.846154,HTTP_PROXY
10.200.7.218,179.1.4.207,52579,443,59053543,347,323,11436.6719707232,YOUTUBE
192.168.180.78,10.200.7.8,1583,3128,59057915,291,498,19363.6534577965,YOUTUBE
10.200.7.8,192.168.180.78,3128,1583,122,2,0,98360.6557377049,HTTP
192.168.130.9,10.200.7.6,51105,3128,58219773,2,12,1.28822213030614,HTTP_PROXY
10.200.7.196,40.117.145.132,53799,443,11961830,10,6,596.313440334798,SSL
10.200.7.196,107.20.210.61,60709,443,65558374,8,7,39.3084794934054,SSL
192.168.130.9,10.200.7.4,51106,3128,58543314,2,12,1.28110274044274,HTTP_PROXY
10.200.7.194,65.52.108.76,35065,443,43754840,8,6,195.498372294356,SSL
10.200.7.199,64.233.186.188,56485,5228,11875328,13,11,503.817662973183,GOOGLE
10.200.7.217,13.107.4.52,54751,80,59311822,9,6,35.7095757402293,OFFICE_365
10.200.7.199,172.217.30.14,41514,443,10316560,19,15,622.688182882666,GOOGLE
216.58.202.234,10.200.7.199,443,56339,11672883,15,16,531.316899175636,GOOGLE
10.200.7.218,104.208.165.109,57283,443,4944838,21,10,955.541920685774,SKYPE
10.200.7.218,93.184.215.201,35552,443,4401557,23,24,4776.03720683385,SKYPE
10.200.7.218,216.58.202.225,52908,443,3917407,12,9,314.749016377415,YOUTUBE
38.90.226.13,10.200.7.196,80,58206,1665610,5,6,791.30168526846,HTTP
192.168.90.65,10.200.7.7,53703,3128,65281,6,9,4319.7867679723,HTTP_PROXY
10.200.7.7,192.168.90.65,3128,53703,221,3,0,1475113.12217195,HTTP
10.200.7.199,151.101.2.2,50381,443,48605707,17,11,88.158372019977,SSL
10.200.7.199,204.79.197.200,42184,443,49647879,11,7,146.95491825542,MICROSOFT
204.79.197.200,10.200.7.199,443,42183,49557805,8,10,147.222016794327,MICROSOFT
10.200.7.199,40.117.96.104,42274,443,53423334,12,7,162.569412084989,SSL
10.200.7.199,96.7.2.165,54430,443,55211763,23,14,410.003208917636,SSL
10.200.7.199,104.91.157.235,47921,443,49247295,11,7,131.499608252595,SSL
151.101.2.2,10.200.7.199,443,50361,49663532,37,42,2058.25070999783,SSL
10.200.7.9,192.168.40.5,3128,51423,13,2,0,923076.923076923,HTTP
179.1.4.245,10.200.7.196,443,47542,63624,6,9,52888.8469759839,SSL
10.200.7.199,74.113.233.187,46752,80,176256,3,4,4050.92592592593,HTTP
10.200.7.5,192.168.32.140,3128,51385,6,3,0,87333333.3333333,HTTP
91.228.167.144,10.200.7.195,80,42908,406586,3,4,895.259551484803,HTTP
10.200.7.194,190.90.221.35,36092,443,555245,10,16,49731.199740655,SSL
192.168.10.74,10.200.7.6,56562,3128,453835,11,65,71843.2910639329,HTTP_CONNECT
10.200.7.6,192.168.10.74,3128,56562,6,7,0,1960500000.0,HTTP
192.168.60.61,10.200.7.8,50721,3128,74882640,25,0,70.4569176514076,GMAIL
10.200.7.217,179.1.4.237,56632,443,45173793,30,19,54.1464384006895,SSL
10.200.7.194,68.67.178.199,57512,80,10383445,7,8,849.71798858664,HTTP
192.168.220.151,10.200.7.7,51131,3128,5473529,9,12,1166.34076479726,HTTP_PROXY
192.168.90.53,10.200.7.6,49520,3128,353021,5,20,17797.8080624099,HTTP_PROXY
10.200.7.6,192.168.90.53,3128,49520,128,2,0,93750.0,HTTP
10.200.7.194,74.217.253.61,34276,80,4308569,4,3,155.968257674416,HTTP
192.168.10.14,10.200.7.8,61853,3128,53389745,12,13,223.114008130213,SKYPE
10.200.7.195,152.163.56.2,59940,443,12708200,10,9,368.187469507877,SSL
192.168.32.91,10.200.7.9,57433,3128,61843376,9,52,499.374419662989,HTTP_CONNECT
10.200.7.9,192.168.32.91,3128,57433,1,2,0,12000000.0,HTTP
216.58.222.101,10.200.7.194,443,57186,74368804,5,8,4.30287947080607,GOOGLE
192.168.32.33,10.200.7.9,56902,3128,10271250,8,50,732.140683947913,HTTP_CONNECT
10.200.7.9,192.168.32.33,3128,56902,1,2,0,12000000.0,HTTP
10.200.7.194,198.51.152.183,43039,80,5215470,4,4,286.263749959256,HTTP
10.200.7.217,68.67.178.252,60364,443,11034378,36,33,3966.05952777764,SSL
10.200.7.7,192.168.220.151,3128,51147,133,2,0,90225.5639097744,HTTP
10.230.1.119,10.200.7.7,49983,3128,79683621,1355,0,283.897741042667,HTTP_PROXY
10.200.7.199,31.13.73.7,49477,443,30068358,4,2,6.68476808743597,FACEBOOK
192.168.10.125,10.200.7.8,57175,3128,59946405,4,13,4.70420202846192,HTTP_PROXY
179.1.4.216,10.200.7.218,443,42616,1068,2,5,117977.528089888,SSL
10.200.7.195,216.58.202.230,40240,443,6670828,18,17,1122.0496166293,GOOGLE
10.200.7.195,157.240.0.22,34379,443,4705932,4,2,45.0495247275141,FACEBOOK
179.1.4.245,10.200.7.195,443,34208,56553199,24,25,228.068442246742,GOOGLE
10.200.7.195,172.217.30.13,33674,443,66880500,100,150,1781.04230680094,GOOGLE
179.1.4.231,10.200.7.195,443,48000,61110281,38,28,920.794325917107,SSL
179.1.4.224,10.200.7.195,443,41952,546283,16,17,6730.94348533636,SSL
10.200.7.195,172.217.30.1,58149,443,2154441,18,16,7185.15847034103,GOOGLE
10.200.7.218,38.90.226.13,37503,80,10784694,12,6,156.054497234692,HTTP
192.168.32.129,10.200.7.7,54054,3128,239591,6,15,40744.4353085049,HTTP_PROXY
10.200.7.7,192.168.32.129,3128,54054,190,2,0,63157.8947368421,HTTP
10.200.7.195,162.125.32.5,35248,443,86369042,10,10,104.84080626945,DROPBOX
192.168.81.7,10.200.7.5,51110,3128,86381223,11,16,116.749909873353,DROPBOX
192.168.32.8,10.200.7.8,55280,3128,64960,6,11,14070.197044335,HTTP_PROXY
10.200.7.8,192.168.32.8,3128,55280,327,3,0,1003058.10397554,HTTP
192.168.42.47,10.200.7.8,54368,3128,358840,7,11,2156.95017277895,HTTP
10.200.7.8,192.168.42.47,3128,54368,280,2,0,42857.1428571429,HTTP
192.168.130.16,10.200.7.5,51953,3128,828770,8,60,70994.365143526,HTTP
10.200.7.5,192.168.130.16,3128,51953,2,4,0,4427000000.0,HTTP_PROXY
192.168.60.42,10.200.7.6,53280,3128,58641346,3,4,107.466837476752,SKYPE
10.200.7.195,216.155.194.56,53898,443,16570852,11,9,442.041242055629,YAHOO
192.168.90.73,10.200.7.7,53913,3128,3505667,24,35,1572.02609375049,GOOGLE
10.200.7.7,192.168.90.73,3128,53913,209,2,0,57416.2679425837,HTTP
192.168.90.54,10.200.7.9,50957,3128,79280769,817,2732,84382.0018950623,HTTP_PROXY
10.200.7.9,192.168.90.54,3128,50957,1,2,0,12000000.0,HTTP_PROXY
10.200.7.199,152.163.56.2,43627,443,15446398,9,10,299.293077907225,SSL
10.200.7.217,72.30.3.43,47398,443,15579251,20,18,772.437647997327,YAHOO
10.200.7.199,98.138.49.44,56244,443,15770703,9,9,312.287917666067,YAHOO
192.168.32.54,10.200.7.7,50424,3128,2000468,7,8,337.920926503198,HTTP_PROXY
179.1.4.245,10.200.7.217,443,35444,758,2,5,145118.733509235,SSL
10.200.7.217,93.184.216.172,48403,443,60744,2,1,1020.67693928618,SSL
192.168.72.105,10.200.7.6,59990,3128,9838489,19,16,662.195180581083,GOOGLE
10.200.7.218,64.233.190.189,55448,443,1238272,11,10,765.583005995452,GOOGLE
10.200.7.196,104.91.157.56,58431,80,59730850,5,3,22.3335177718047,HTTP
192.168.142.5,10.200.7.9,53237,3128,3914460,9,42,9155.28578654527,HTTP_PROXY
10.200.7.9,192.168.142.5,3128,53237,2,2,0,6000000.0,HTTP
10.200.7.194,216.58.222.101,58285,443,88816839,114,157,611.05529774596,GOOGLE
10.200.7.196,96.7.1.2,45820,80,21742,4,5,130530.769938368,MICROSOFT
192.168.32.46,10.200.7.9,52844,3128,59985113,2,16,5.55137738925323,HTTP_PROXY
192.168.32.125,10.200.7.6,52010,3128,60011964,4,10,7.98174177402359,HTTP_PROXY
93.184.215.201,10.200.7.217,443,54984,13,2,0,923076.923076923,SSL
104.91.156.236,10.200.7.194,80,55242,37319,3,2,4582.11634824084,HTTP
192.168.142.58,10.200.7.9,49408,3128,127232,7,30,100957.306338028,HTTP_CONNECT
10.200.7.9,192.168.142.58,3128,49408,1,2,0,12000000.0,HTTP
10.200.7.5,192.168.151.8,3128,54798,71856,14,3,70961.367178802,HTTP
192.168.131.3,10.200.7.9,60330,3128,13414892,7,34,182.260132992498,YOUTUBE
179.1.4.245,10.200.7.194,443,39592,5712065,4,9,1409.99796045738,SSL
179.1.4.217,10.200.7.194,443,41830,5707674,4,7,294.690972189372,SSL
10.200.7.195,162.125.34.129,56036,443,60617000,8,6,95.0558424204431,DROPBOX
10.200.7.218,216.58.202.229,55948,443,528196,19,16,9375.30765094775,GOOGLE
10.200.7.194,68.180.134.7,51138,443,7890153,13,9,488.963902220908,YAHOO
10.200.7.196,98.139.225.43,51768,443,15892497,8,10,451.470904792368,YAHOO
192.168.102.29,10.200.7.8,61866,3128,74999468,4,0,10.5334080503078,HTTP_PROXY
10.200.7.218,151.101.192.166,48875,80,59374505,4,2,18.7791039268454,HTTP
192.168.42.30,10.200.7.7,62905,3128,90141210,19,29,118.525145158358,GOOGLE
10.200.7.9,10.20.2.116,50573,80,15114666,15,5,226.534942948789,HTTP
10.200.7.7,10.20.2.114,38508,80,15017819,8,7,158.478404886888,HTTP
192.168.151.8,10.200.7.5,54817,3128,400464,5,16,31965.4201126693,HTTP_PROXY
10.200.7.194,179.1.4.231,59265,443,10110856,7,5,98.0134619660294,GOOGLE
192.168.32.122,10.200.7.7,53859,3128,31597662,15,37,753.156989906405,HTTP_CONNECT
10.200.7.7,192.168.32.122,3128,53859,109,2,0,110091.743119266,HTTP
179.1.4.237,10.200.7.194,443,40392,10189309,8,10,503.763307207584,GOOGLE
192.168.60.79,10.200.7.5,49454,3128,42348,3,4,10744.309058279,HTTP_PROXY
172.217.29.78,10.200.7.218,443,55589,884,2,5,142533.936651584,GOOGLE
216.155.194.56,10.200.7.196,443,39157,16014142,8,8,324.588104688968,YAHOO
10.200.7.218,190.90.221.49,36329,80,59273655,5,4,48.8581309858486,HTTP
10.200.7.196,104.16.26.235,42681,80,147404,4,3,3120.6751512849,CLOUDFLARE
10.200.7.194,69.172.216.55,40973,80,412407,17,7,19124.3116629931,HTTP
104.91.156.236,10.200.7.195,80,38263,38824,3,2,4352.97753966619,HTTP
10.200.7.194,74.119.117.91,44244,443,324079,6,3,1487.29167888077,SSL
10.200.7.194,13.107.4.52,36761,80,59745469,5,3,17.1226373668604,OFFICE_365
10.200.7.199,96.7.1.2,48454,80,59272605,4,3,6.19173056422946,HTTP
10.200.7.194,74.119.117.66,35277,443,691546,7,4,7220.05477582113,SSL
10.200.7.196,72.246.49.24,45786,443,38704001,53,96,8219.35696002075,SSL
10.200.7.194,151.101.66.49,47947,443,14101189,6,3,50.9176921180193,SSL
192.168.72.110,10.200.7.6,50557,3128,19352,3,4,23460.1074824308,HTTP_PROXY
10.200.7.196,13.107.42.11,44137,443,7007732,10,11,1584.10738310198,SSL
10.200.7.194,69.172.216.111,49841,80,203013,2,4,1526.99580815022,HTTP
10.200.7.217,179.1.4.210,53831,443,14225173,21,14,433.878730332489,GOOGLE
10.200.7.194,190.90.221.27,36938,80,60396869,7,5,21.7892089737301,MICROSOFT
66.175.96.22,10.200.7.194,80,40739,90650446,5,5,33.2927209205347,HTTP
10.200.7.196,179.1.4.208,59430,443,971139,8,6,3292.01072143123,SSL
10.200.7.217,23.0.88.218,32863,80,472413,8,7,1752.70367242222,MSN
10.200.7.8,10.20.2.116,42575,80,15042075,8,7,150.64410993829,HTTP
192.168.72.105,10.200.7.9,59968,3128,93447117,10,10,61.6070370581898,MICROSOFT
10.200.7.9,192.168.72.105,3128,59974,67569856,8,8,20.6748997659548,HTTP
10.200.7.199,65.55.44.109,53204,443,93444966,11,5,59.5109639185914,MICROSOFT
10.200.7.199,65.55.44.108,42659,443,67568912,9,4,29.7770075090154,MICROSOFT
10.200.7.218,104.16.26.235,38352,80,26089788,13,14,388.044548311393,CLOUDFLARE
192.168.142.46,10.200.7.6,55448,3128,69043584,8,29,30.4879885725515,GOOGLE
10.200.7.195,104.91.157.235,53843,443,88238939,8,8,19.0958778414142,SSL
10.200.7.194,91.216.63.244,51776,443,2556961,10,6,2524.87229957751,SSL
192.168.60.104,10.200.7.8,54549,3128,142248,7,0,5694.28041167538,MICROSOFT
10.200.7.217,10.20.4.12,39573,80,15019897,24,21,2192.5583111522,HTTP
10.200.7.217,68.67.180.44,47020,80,9369718,14,14,1737.29881731766,HTTP
192.168.90.16,10.200.7.6,51411,3128,636112,9,57,104979.940639384,HTTP_PROXY
10.200.7.6,192.168.90.16,3128,51411,40,2,0,300000.0,HTTP_PROXY
192.168.90.65,10.200.7.5,53712,3128,42836,3,12,11182.1832103838,HTTP_PROXY
10.200.7.5,192.168.90.65,3128,53712,4,2,0,80750000.0,HTTP
10.200.7.195,23.4.187.27,43205,80,4203546,4,4,423.452009327363,HTTP
10.200.7.194,216.58.222.200,56313,443,3726116,16,18,6614.12580821424,SSL
192.168.32.32,10.200.7.4,63124,3128,662187,8,20,6686.93284525368,MICROSOFT
10.200.7.4,192.168.32.32,3128,63124,19,2,0,631578.947368421,HTTP
10.200.7.195,216.58.222.200,58504,443,6463261,17,14,507.947922882891,SSL
10.200.7.195,216.58.222.232,54942,443,6681442,14,11,329.719243241205,GOOGLE
10.200.7.199,68.67.180.12,42669,443,11073539,14,10,940.259478022338,SSL
192.168.60.68,10.200.7.7,54561,3128,68223,9,0,3957.6096037993,HTTP_PROXY
10.200.7.196,157.240.0.22,44151,80,1404,3,4,2571937.32193732,FACEBOOK
192.168.32.99,10.200.7.9,54895,3128,129650,7,19,154739.68376398,WINDOWS_UPDATE
10.200.7.9,192.168.32.99,3128,54888,13,2,0,923076.923076923,HTTP
10.200.7.196,216.155.194.56,56658,443,837652,9,9,5970.259725996,SSL
10.200.7.196,69.147.92.12,54787,443,5788458,8,5,139.933640358106,YAHOO
10.200.7.218,131.253.61.64,41639,443,719666,16,9,19242.2596037606,SSL
192.168.31.3,10.200.7.8,60420,3128,721970,18,46,28183.9965649542,SSL
10.200.7.8,192.168.31.3,3128,60420,1,2,0,1115000000.0,HTTP
192.168.32.161,10.200.7.9,51364,3128,10107,3,14,466409.419214406,MICROSOFT
192.168.130.61,10.200.7.8,50933,3128,65214,6,10,9169.81016346183,HTTP_PROXY
10.200.7.8,192.168.130.61,3128,50934,69,4,0,32405797.1014493,HTTP
192.168.180.67,10.200.7.8,48314,3128,6085723,23,19,1267.88550842685,HTTP_PROXY
10.200.7.217,38.90.226.12,34631,80,59915924,13,10,16.4230130207122,HTTP
10.200.7.194,96.7.7.29,59392,443,16624461,6,4,43.3096748219386,SSL
10.200.7.196,68.67.178.173,43627,443,10369807,9,11,831.35587769377,SSL
192.168.10.93,10.200.7.6,50522,3128,10422574,8,55,3203.62321246172,HTTP_CONNECT
10.200.7.6,192.168.10.93,3128,50522,1,2,0,12000000.0,HTTP
10.200.7.217,172.217.30.1,42732,443,450843,15,7,14688.0399606959,GOOGLE
192.168.90.24,10.200.7.5,51809,3128,42228,3,13,18850.0520981339,HTTP_PROXY
10.200.7.5,192.168.90.24,3128,51809,1,2,0,323000000.0,HTTP
192.168.180.134,10.200.7.9,50425,3128,339802,11,51,70729.4247826676,YOUTUBE
10.200.7.9,192.168.180.134,3128,50425,30,2,0,400000.0,HTTP
31.13.73.7,10.200.7.218,443,57053,30018238,4,5,14.1247464291542,FACEBOOK
10.200.7.196,192.82.243.118,44636,443,367664,12,14,33979.3942295139,SSL
192.168.90.26,10.200.7.9,51394,3128,15017,3,14,74915.0962242791,HTTP_PROXY
10.200.7.217,68.67.178.110,36584,443,2623814,17,12,5549.17383625516,SSL
10.200.7.217,216.58.202.230,46446,443,955827,12,10,1532.70413997512,GOOGLE
10.200.7.217,162.125.4.3,56548,443,60792605,14,25,475.255172894795,DROPBOX
192.168.180.22,10.200.7.7,59780,3128,60813879,18,60,910.713161382125,DROPBOX
10.200.7.7,192.168.180.22,3128,59780,341,4,0,217008.797653959,HTTP
10.200.7.217,74.119.118.74,44964,443,304030,9,7,5236.32536262869,SSL
10.200.7.217,74.119.117.91,60234,443,500269,15,7,5409.08990962862,SSL
10.200.7.217,74.119.117.78,57460,443,500711,11,8,7860.82191124221,SSL
192.168.10.25,10.200.7.4,49859,3128,59135210,3,19,9.70656906435269,HTTP_PROXY
10.200.7.196,23.92.189.243,55112,443,3369669,8,2,362.053364885394,SSL
74.119.117.78,10.200.7.217,443,57458,538412,8,11,10404.6715154937,SSL
10.200.7.217,179.1.4.206,34149,443,7717243,9,8,134.115253335939,YOUTUBE
10.200.7.195,65.52.108.136,48623,443,1578031,7,6,3894.09333530203,MICROSOFT
10.200.7.194,10.200.1.166,42005,443,53999676,29,29,261.371938602002,SSL
192.168.29.37,10.200.7.4,52386,3128,54002298,11,12,98.9031985268479,HTTP_CONNECT
192.168.60.81,10.200.7.7,52948,3128,66199,7,0,3897.33983897038,HTTP_PROXY
172.217.29.65,10.200.7.218,443,42030,15708190,6,5,48.8916928048362,GOOGLE
10.200.7.196,151.101.64.207,59136,443,3156655,11,8,4106.24537683085,SSL
192.168.32.94,10.200.7.7,58373,3128,5195,9,15,1905293.55149182,HTTP_PROXY
10.200.7.7,192.168.32.94,3128,58373,2,2,0,6000000.0,HTTP
10.200.7.217,74.119.117.72,54581,443,1386054,49,67,84809.827034156,SSL
10.200.7.8,192.168.180.67,3128,48316,11,2,0,247909090.909091,HTTP_PROXY
10.200.7.194,23.0.88.218,60887,80,32708470,3,3,7.88786513095843,MSN
192.168.32.121,10.200.7.7,56057,3128,55621323,24,38,368.635604011073,SKYPE
10.200.7.7,192.168.32.121,3128,56057,29,2,0,413793.103448276,HTTP
10.200.7.196,85.114.159.93,45227,80,336177,3,4,3516.00496167198,HTTP
10.200.7.196,131.253.34.240,53734,443,1043330,10,7,5783.4050588021,MICROSOFT
10.200.7.195,173.241.244.143,39825,443,30508478,7,7,137.07665128362,SSL
10.200.7.196,104.208.165.109,39588,443,9753229,12,8,875.709982816973,SKYPE
10.200.7.194,23.9.51.15,46924,443,68145512,9,6,70.0559708172711,MICROSOFT
10.200.7.194,96.7.9.110,60765,443,68129688,9,6,87.8618437236936,MICROSOFT
10.200.7.199,98.139.225.35,53297,443,61053936,9,10,91.2471883876578,YAHOO
192.168.32.46,10.200.7.5,52915,3128,60181341,3,10,34.9443858354702,HTTP_PROXY
10.200.7.217,173.241.244.143,51137,443,30312122,14,14,268.275510371725,SSL
192.168.90.94,10.200.7.8,58949,3128,60005655,6,8,7.98258097507643,HTTP_PROXY
192.168.32.70,10.200.7.9,60513,3128,99367700,19558,134456,2599197.58633842,HTTP_CONNECT
192.168.29.5,10.200.7.6,50806,3128,365996,3,4,1172.14395785746,HTTP_PROXY
192.168.202.9,10.200.7.9,51170,3128,4788386,14,11,654.500284647061,GOOGLE
10.230.1.75,10.200.7.5,50088,3128,60021238,4,2,7.58065003590896,HTTP_PROXY
10.200.7.217,65.55.44.109,53981,443,92576427,18,12,149.174044057674,MICROSOFT
10.200.7.195,65.55.44.109,43830,443,61196906,10,6,113.339063252642,MICROSOFT
68.67.178.176,10.200.7.218,80,34517,10231767,8,9,590.807042419946,HTTP
10.200.7.199,172.217.29.35,35325,443,7842212,21,14,831.398080031501,GOOGLE
38.90.226.11,10.200.7.195,80,44239,60058343,4,6,8.225335154518,HTTP
192.168.10.30,10.200.7.8,60104,3128,104924066,6,15,1.6011579269145,HTTP_PROXY
192.168.90.39,10.200.7.4,54706,3128,6023157,5,21,1030.68872353817,HTTP_PROXY
10.200.7.4,192.168.90.39,3128,54704,6,2,0,2000000.0,HTTP
